trigger_num,name,ra,dec,lii,bii,day_trigger,time,seconds_trigger,error_radius,earth_angle,overwrite,overwritten,max_cts_64,threshold_64,flux_64,flux_64_error,flux_64_time,max_cts_256,threshold_256,flux_256,flux_256_error,flux_256_time,max_cts_1024,threshold_1024,flux_1024,flux_1024_error,flux_1024_time,t50,t50_error,t50_start,t90,t90_error,t90_start,fluence_1,fluence_1_error,fluence_2,fluence_2_error,fluence_3,fluence_3_error,fluence_4,fluence_4_error,comments_quality,comments_otherobs,comments_general,comments_position,comments_duration
3121,4B 940812-,231.22,-24.96,341.73,26.12, 9576,49576.6322,54622.385,14.02,102.49,N,N,   1.251,  71,  1.1880,  0.2680,   0.1280,   1.887, 143,  0.9030,  0.1290,   0.1920,   2.028, 286,  0.6010,  0.0610,   0.6400,   0.304, 0.041,   -0.052,   0.792, 0.064,   -0.320,0.000000011543,0.0000000034963,0.000000016252,0.0000000033019,0.000000137,0.0000000096976,0.00000072729,0.0000001641,,,,,
3125,4B 940814,135.46,57.95,158.55,39.86, 9578,49578.84048,72617.394, 1.28,80.53,N,N,,,,,,,,,,,,,,,,   8.640, 0.143,    3.776,  23.296, 1.386,   -0.624,,,,,,,,,Data gap during burst accumulation interval.,,Occultation step (rise) at ~T+100s in LAD 0 & 2.,,DISCLA substituted for PREB.
3127,4B 940816,198.3,-29.61,308.57,33.02, 9580,49580.44776,38686.385, 3.98,116.87,N,N,   0.454,  71,  0.6550,  0.2190,  -0.8320,-999, 143,  0.4780,  0.1080,  -0.7040,   1.101, 264,  0.3340,  0.0530,  -0.0640,   6.144, 0.577,   -2.288,  13.088, 1.056,   -5.120,0.00000057909,0.000000030379,0.00000039091,0.000000029275,0.00000020493,0.0000000706,0.00000070576,0.0000012929,,,,,
3128,4B 940817,280.84,3.47,35.1,3.38, 9581,49581.36129,31215.793, 0.40,154.02,N,N,  10.324,  71, 12.7470,  0.5100,  42.7520,  19.976, 143, 12.4100,  0.2530,  43.2000,  38.692, 264, 12.1800,  0.1260,  43.3920,  14.144, 0.091,   32.704,  32.192, 0.143,   21.952,0.0000027298,0.000000030519,0.0000071171,0.0000000422,0.000036185,0.00000011482,0.000061389,0.0000010433,,"Ulysses, DMS rate increase",,,
3129,4B 940819,160.5,-5.51,254.28,44.79, 9583,49583.98929,85474.226, 4.93,123.15,N,N,,,  0.6640,  0.2280,   5.0560,,,  0.6370,  0.1120,   5.5680,,,  0.5610,  0.0550,   5.9520,   8.832, 0.630,    0.320,  20.128, 1.448,   -3.328,0.00000031487,0.000000027837,0.00000034907,0.000000025695,0.00000075485,0.000000068514,0,0.00000052356,,,Intense bg source modulation in LAD 2.,,
3130,4B 940821-,334.24,-45.2,352.07,-54.44, 9585,49585.18355,15858.353, 3.67,77.5,N,N,   0.710,  77,  0.8470,  0.2610,   0.9600,-999, 154,  0.5400,  0.1250,   1.7920,   1.146, 286,  0.4100,  0.0620,   1.8560,   8.960, 0.630,    2.112,  18.496, 1.305,   -0.320,0.00000024951,0.000000026748,0.00000041157,0.000000028681,0.00000043369,0.000000068557,0,0.00000067021,,,,,
3131,4B 940821-,294.69,43.48,76.7,10.45, 9585,49585.91074,78687.921, 1.77,122.39,N,N,,,  1.5350,  0.2450,   6.7200,,,  1.4690,  0.1220,   6.7200,,,  1.3880,  0.0600,   6.7200,   9.472, 0.181,    0.896,  48.352, 1.280,  -29.696,0.0000016131,0.000000035299,0.0000015986,0.000000039578,0.0000010333,0.000000094608,0.0000021103,0.0000014944,Data gap during burst accumulation interval.,Ulysses rate increase,Event starts at ~T-40s.,,Includes significant pre-trigger emission.
3132,4B 940822,134.4,-8.4,236.4,23.2, 9586,49586.39312,33965.49, 2.71,171.03,N,N,   0.989,  77,  1.2150,  0.2800,  13.5680,   1.478, 154,  0.9190,  0.1380,   0.0640,   1.646, 286,  0.7880,  0.0680,   0.5760,  14.784, 0.516,    2.880,  20.736, 1.282,   -0.256,0.00000045643,0.000000026615,0.00000065612,0.000000030823,0.00000065823,0.000000083472,0,0.00000061771,,,,,
3134,4B 940823-,41.66,9.15,164.52,-44.22, 9587,49587.13676,11816.37, 2.54,76.92,N,N,,,  0.6780,  0.2380,   0.0000,,,  0.6130,  0.1180,   0.0000,,,  0.5060,  0.0580,   0.6400,   4.672, 0.264,   -2.672,  13.472, 1.639,   -4.864,0.00000046865,0.000000029844,0.00000036489,0.000000033504,0.00000050901,0.000000090633,0.00000049549,0.0000012192,Data gap during burst accumulation interval.,,,,
3135,4B 940823-,101.08,12.23,201.23,3.99, 9587,49587.43886,37917.618, 4.26,114.07,N,N,,,  0.8470,  0.2590,  -0.0640,,,  0.7400,  0.1250,   0.1280,,,  0.6180,  0.0610,   0.6400,  34.464, 1.042,  -34.048,  49.248, 1.361,  -41.216,0.00000036831,0.000000039236,0.0000004024,0.000000043937,0.00000061254,0.0000001096,0,0.00000073131,Data gap during burst accumulation interval.,,Bg source modulation in LAD 2.; Event starts at ~T-40s.,,Includes significant pre-trigger emission.
3136,4B 940823-,59.59,36.58,159.74,-12.6, 9587,49587.6832,59028.145,11.69,119.15,N,N,-999,  71,  0.5350,  0.1980,  -0.0640,-999, 143,  0.3510,  0.0970,   0.1280,   1.007, 264,  0.3170,  0.0480,   0.5760,   4.832, 1.073,   -4.096,  19.552, 7.633,  -13.312,0.000000065672,0.000000024672,0.000000048181,0.000000025065,0.00000032245,0.000000064695,0,0.0000005294,,,,,Includes significant pre-trigger emission.
3137,4B 940825,96.61,-29.26,237.24,-17.9, 9589,49589.04917, 4248.306,12.59,145.4,N,N,   0.764,  66,  1.0630,  0.2520,   0.0000,-999, 132,  0.4910,  0.1110,   0.0000,-999, 242,  0.2030,  0.0510,   0.7040,   0.040, 0.011,   -0.066,   0.064, 0.011,   -0.074,0,0.0000000015388,0.0000000048619,0.0000000016701,0.00000002775,0.0000000047207,0.0000002694,0.00000010482,,,Bg source modulation in LAD 2.,,
3138,4B 940826,93.59,-34.63,241.67,-22.15, 9590,49590.87176,75320.242, 0.45,100.11,N,N,,, 16.8330,  0.6140,   9.6000,,, 16.6280,  0.3050,   9.7920,,, 14.2740,  0.1420,  10.2400,   2.240, 0.091,    9.536,   5.184, 0.091,    8.384,0.0000011976,0.000000017514,0.0000020111,0.000000022186,0.0000055872,0.00000005774,0.0000023401,0.00000049449,Data gap during burst accumulation interval.,"Ulysses, Yohkoh",,,
3139,4B 940827-,281.06,-4.52,28.09,-0.46, 9591,49591.22091,19087.025, 4.81,168.72,N,N,   0.591,  71,  0.7360,  0.2630,   0.6400,-999, 143,  0.5730,  0.1300,   0.7680,   1.510, 264,  0.4380,  0.0640,   0.9600,   2.560, 0.547,   -0.128,   6.080, 1.404,   -1.408,0.00000011602,0.000000034726,0.00000020428,0.000000034455,0.00000027799,0.000000082372,0,0.00000092161,,,,,
3140,4B 940827-,133.82,-16.97,243.48,17.75, 9591,49591.95016,82093.489, 2.72,82.43,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,,Intense bg source modulation in LAD 2 & 6.,,"Visual duration estimate of > 10 s, using TTS and DISCLB data."
3141,4B 940828,338.68,51.74,102.47,-5.62, 9592,49592.28286,24439.474, 4.40,79.73,N,N,,,  0.7970,  0.2930,  -1.0240,,,  0.6100,  0.1430,  -0.1920,,,  0.3860,  0.0690,   0.5760,   1.194, 0.208,   -0.832,   2.290, 0.584,   -1.408,0.00000011567,0.00000004838,0,0.000000038668,0.000000039715,0.00000013536,0,0.0000011007,,,Event rides on SAA exit.,,
3142,4B 940829,129.39,-15.48,239.64,15.15, 9593,49593.39395,34037.17, 2.51,145.79,N,N,   3.272,  66,  2.9660,  0.3190,   1.0880,   3.617, 132,  2.0310,  0.1430,   1.2160,   3.227, 286,  1.1630,  0.0630,   7.7440,   8.448, 2.652,    3.968,  33.088, 4.128,   -0.192,0.00000015889,0.000000021632,0.00000034047,0.000000024244,0.0000014746,0.000000066015,0.0000026399,0.00000084559,,,,,
3143,4B 940830-,193.66,25.66,329.14,88.37, 9594,49594.37496,32396.721, 1.58,156.32,N,N,,,  2.6910,  0.2900,   0.6400,,,  2.5890,  0.1440,   0.7680,,,  2.2350,  0.0700,   1.2160,   1.619, 0.075,    0.585,   4.147, 0.273,    0.041,0.00000036637,0.000000025064,0.00000044191,0.000000022507,0.0000013991,0.00000006201,0.0000040216,0.00000097406,Data gap during burst accumulation interval.,Ulysses rate increase,,,
3144,4B 940830-,1.76,-6.29,94.07,-66.64, 9594,49594.48425,41839.281,11.11,125.94,N,N,,,  0.4310,  0.2040,  -0.5760,,,  0.3630,  0.1000,  -0.5120,,,  0.2700,  0.0490,  -0.1280,   3.456, 0.916,   -0.576,   6.656, 2.515,   -1.280,0.000000039626,0.00000002557,0.000000084497,0.000000027326,0.00000032017,0.000000071167,0.0000018638,0.0000012306,Data gap during burst accumulation interval.,,,,
3145,4B 940830-,337.41,22.38,84.77,-29.79, 9594,49594.54438,47034.033, 0.74,111.26,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,,,,"Visual duration estimate of > 160 s, using DISCLB and DISCSC data."
3146,4B 940831,270.22,8.32,34.71,14.99, 9595,49595.54532,47115.954, 5.10,101.24,N,N,-999,  66,  0.9900,  0.2730,  -0.6400,-999, 132,  0.8520,  0.1330,  -0.5120,   1.023, 264,  0.5560,  0.0630,  -0.2560,   1.323, 0.072,   -0.832,   1.963, 0.763,   -1.088,0.000000048315,0.000000022421,0.00000014031,0.000000025318,0.00000039558,0.000000072375,0.0000018799,0.0000010857,,,Occultation step (rise) at ~T-500s in LAD 6 (bg source).,,
3149,4B 940901,54.83,-48.32,257.58,-51.31, 9596,49596.89065,76952.242, 8.53,106.88,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval. Limited data available.,,,,"Visual duration estimate of > 25 s, using DISCLB data."
3151,4B 940902-,45.65,-11.39,192.29,-55.44, 9597,49597.54743,47298.226, 4.33,77.81,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,,,,"Visual duration estimate of > 30 s, using DISCLB data."
3152,4B 940902-,56.32,-7.43,195.58,-44.39, 9597,49597.60408,52192.241, 4.74,134.73,N,N,  21.002,  71, 25.3420,  0.7160,   1.4080,  19.473, 143, 13.8260,  0.2730,   1.5360,  12.238, 286,  4.0950,  0.0870,   2.3040,   0.128, 0.091,    1.344,   1.793, 0.066,   -0.037,0.00000020609,0.000000017918,0.00000031567,0.000000019656,0.0000019064,0.000000054095,0.0000098448,0.00000081837,,,,,
3153,4B 940902-,215.42,-65.97,311.95,-4.69, 9597,49597.7084,61205.681, 6.48,111.61,N,N,   0.813,  77,  0.8020,  0.2430,   2.3040,   1.460, 154,  0.7470,  0.1190,   2.3040,   1.981, 308,  0.7070,  0.0590,   3.0720,  14.656, 0.500,    0.960,  32.032, 3.226,   -3.584,0.00000040141,0.000000022764,0.00000039626,0.00000002656,0.00000047997,0.000000078643,0.000004704,0.0000021245,,,,,
3155,4B 940904,243.38,44.09,69.48,46.36, 9599,49599.16657,14391.986, 4.58,96.55,N,N,   2.329,  71,  1.9190,  0.2580,   0.7680,   4.328, 143,  1.8460,  0.1280,   0.8320,   6.748, 286,  1.5990,  0.0620,   1.2800,   1.280, 0.091,    0.448,   4.928, 2.691,   -0.960,0.00000024165,0.000000025318,0.00000026085,0.000000022782,0.00000093309,0.000000073376,0.0000041605,0.0000015343,,,Occultation step (rise) at ~T+300s in LAD 3.,,
3156,4B 940905,281.29,-0.46,31.81,1.19, 9600,49600.92763,80147.121, 3.92,97.51,N,N,   0.635,  66,  0.6440,  0.2150,  91.0080,-999, 132,  0.5580,  0.1050,  91.0720,   1.523, 264,  0.4320,  0.0520,  91.5200, 197.408, 1.056, -109.568, 300.000, 1.319, -192.512,0.0000023597,0.000000068064,0.0000019186,0.000000074039,0.0000029906,0.00000019116,0.0000024801,0.0000026028,,,Event starts at ~T-210s.; Occultation step (rise) at ~T-450s in LAD 3 & 7 (bg source).,,Includes significant pre-trigger emission.
3159,4B 940907,94.87,73.47,140.85,23.7, 9602,49602.35111,30336.178, 3.75,102.19,N,N,,,  1.1870,  0.2350,  15.5520,,,  1.0460,  0.1150,  15.7440,,,  0.8210,  0.0550,  16.5120,  13.952, 9.088,    2.752,  18.240, 0.272,   -0.320,0.00000028335,0.000000022802,0.00000021647,0.000000024414,0.00000040317,0.000000062125,0,0.00000098921,Data gap during burst accumulation interval.,,,,
3160,4B 940909,55.67,4.17,182.49,-38.17, 9604,49604.20995,18139.57, 6.52,162.98,N,N,   1.070,  71,  1.0550,  0.2380,   0.0000,   1.614, 132,  0.8700,  0.1150,   0.1280,   1.701, 286,  0.6890,  0.0560,   0.8960,   2.432, 1.314,   -2.672,   3.072, 1.433,   -2.672,0.000000030917,0.000000034741,0.000000044084,0.000000037005,0.0000005782,0.000000093905,0,0.0000013022,,,,,
3163,4B 940910-,332.01,-34.11,11.41,-54.4, 9605,49605.81348,70284.466, 0.94,160.86,N,N,,,,,,,,,,,,,,,,  17.344, 0.091,    1.600,  25.088, 1.203,   -0.496,,,,,,,,,Data gap during burst accumulation interval.,"Ulysses rate increase, PHEBUS/GRANAT, Yohkoh",,,DISCLA substituted for PREB.
3164,4B 940910-,224.28,8.62,6.94,55.01, 9605,49605.90645,78317.489, 6.66,82.18,N,N,   0.760,  71,  0.8680,  0.2350,  -0.0640,   1.164, 143,  0.7200,  0.1160,   0.0000,   1.699, 286,  0.5630,  0.0560,   0.5760,   2.880, 0.326,    0.000,   7.488, 0.854,   -0.512,0.00000010371,0.00000002477,0.00000010483,0.000000021233,0.00000043579,0.000000065837,0.0000060255,0.0000017307,,,Occultation step (rise) at ~T+480s in LAD 2 & 3.,,
3166,4B 940911,35.53,-63.03,286.75,-51.15, 9606,49606.68588,59260.338, 4.87,70.44,N,N,   0.818,  71,  0.8610,  0.2490,   1.0880,   1.131, 143,  0.6380,  0.1190,   0.0640,   1.308, 286,  0.5340,  0.0590,   0.7680,   2.112, 0.231,    0.128,   5.504, 0.730,   -0.576,0.00000021952,0.000000018317,0.00000028087,0.00000002195,0.00000043181,0.000000058438,0,0.00000065274,,,,,
3167,4B 940913,166.59,33.49,190.81,66.52, 9608,49608.61344,53000.882, 9.06,66.75,N,N,,,  0.5280,  0.2070,  -0.1920,,,  0.3350,  0.1000,  -0.1920,,,  0.2870,  0.0500,  -0.1920,   1.856, 0.516,   -1.920,   3.872, 1.094,   -3.072,0.00000010446,0.00000002047,0.00000015271,0.00000001783,0.00000023788,0.000000050442,0,0.00000078578,Data gap during burst accumulation interval.,,,,
3168,4B 940915,219.42,47.7,84.83,60.81, 9610,49610.28634,24739.505, 4.53,80.39,N,N,-999,  71,  0.6560,  0.2120,   0.4480,-999, 143,  0.5070,  0.1030,  -0.3200,   1.572, 264,  0.4080,  0.0510,   0.0000,   6.592, 0.429,   -1.536,  18.080, 1.073,   -7.168,0.00000033365,0.000000035609,0.00000024273,0.000000030854,0.00000089341,0.000000083666,0.00000099642,0.000001146,,Ulysses rate increase,,,
3169,4B 940916,113.74,26.82,192.6,20.83, 9611,49611.73668,63649.202, 2.84,162.51,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval. Limited data available.,,,,"Visual duration estimate of > 10 s, using DISCLB data."
3171,4B 940917,91.39,1.65,206.16,-9.43, 9612,49612.71949,62163.634, 3.45,122.72,N,N,,,  0.9630,  0.2770,   5.6960,,,  0.6130,  0.1340,   4.8640,,,  0.4970,  0.0650,   5.6960,  34.112, 0.466,    5.568,  57.216, 0.979,   -0.064,0.00000026401,0.000000038628,0.00000067171,0.000000043252,0.0000032972,0.0000001202,0.000013177,0.0000017385,,,,,
3173,4B 940918,65.53,3.22,190.6,-30.88, 9613,49613.61892,53474.802, 2.30,138.45,N,N,  16.137,  66, 14.9040,  0.5810,   0.1280,  11.035, 132,  6.3300,  0.2020,   0.1920,   6.500, 264,  1.6700,  0.0670,   0.7680,   0.088, 0.011,    0.025,   0.208, 0.025,   -0.047,0.000000032156,0.0000000020624,0.000000063283,0.0000000027071,0.00000033855,0.0000000089633,0.00000251,0.0000001897,,"PHEBUS/GRANAT, Yohkoh",,,
3174,4B 940919,206.54,41.43,88.3,71.82, 9614,49614.02942, 2542.258, 3.27,108.67,N,N,   0.693,  71,  0.6630,  0.2320,   0.7680,-999, 143,  0.5150,  0.1120,   0.8320,   1.500, 286,  0.4390,  0.0550,  -0.1280,   9.664, 0.362,   -0.896,  20.128, 1.361,   -5.120,0.00000038936,0.000000038617,0.00000057916,0.000000032376,0.00000081413,0.000000088656,0.0000059634,0.0000016618,,,Occultation step (rise) at ~T-280s in LAD 1 & 3 (bg source).,,
3177,4B 940921-,112.05,24.57,194.24,18.59, 9616,49616.13112,11328.37, 1.34,95.5,N,N,   1.505,  66,  2.9330,  0.2580,   0.3840,   2.691, 132,  2.7030,  0.1270,   0.4480,   3.227, 242,  2.1000,  0.0600,   0.9600,   2.176, 0.202,    0.000,   6.688, 2.233,   -3.264,0.00000038365,0.000000018672,0.00000036824,0.000000014537,0.0000010333,0.000000042284,0.0000005811,0.00000038584,,,Occultation rise at T -700s in LAD 3 from Crab,,
3178,4B 940921-,204.9,-17.77,318.86,43.61, 9616,49616.21404,18493.106, 5.29,93.6,N,N,,, 14.5830,  0.4250,   8.1280,,, 14.3350,  0.2110,   8.1920,,, 12.0190,  0.0970,   8.6400,   6.144, 0.143,    7.296,  39.936, 4.352,    2.752,0.0000025812,0.00000002382,0.0000033291,0.000000026499,0.000016749,0.000000081031,0.000076679,0.0000011201,Data gap during burst accumulation interval,"Ulysses rate increase, CGRO-COMPTEL, DMS rate increase, SROSS-C",Phosphorescence spike at T +200s in LAD 0,,
3193,4B 940925,107.07,-20.39,233,-5.6, 9620,49620.67502,58321.586, 2.97,114.54,N,N,   0.648,  66,  0.8200,  0.1730,   1.4720,-999, 132,  0.6530,  0.0840,   2.1760,   1.682, 242,  0.6130,  0.0420,   2.4320,  16.640, 1.056,    3.456,  64.064,16.515,   -1.792,0.00000062228,0.000000033975,0.00000076891,0.000000025961,0.0000023253,0.000000076337,0.00000030822,0.00000058213,,,,,
3200,4B 940928,153.87,19.13,217.09,53.42, 9623,49623.35972,31079.602, 1.78,122.05,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval,,,,"Visual duration estimate of > 7 s, based on DISCLB data."
3212,4B 941003-,186.9,35.04,154.26,80.59, 9628,49628.22035,19037.874, 1.29,137.68,Y,N,   1.615,  60,  2.2220,  0.2140,   1.3440,-999,-999,  2.0200,  0.1040,   1.5360,-999,-999,  1.9150,  0.0510,   2.1760,  11.808, 1.042,   -4.096,  83.424, 2.521,  -59.392,0.0000010336,0.000000036686,0.000001531,0.000000037025,0.0000037553,0.000000092984,0.0000040772,0.00000091819,,Ulysses rate increase,,,Includes significant pre-trigger emission.
3215,4B 941003-,105.6,16.6,199.23,9.85, 9628,49628.70941,61292.658, 3.95,95.9,N,N,,, 13.3370,  0.3960,   0.0640,,,  6.4810,  0.1500,   0.1920,,,  1.7220,  0.0530,   0.7680,   0.128, 0.091,   -0.064,   0.640, 0.091,   -0.064,0.000000039885,0.0000000042755,0.000000061356,0.0000000041462,0.00000035103,0.00000001145,0.00000092574,0.00000010396,Data gap during burst accumulation interval,,Noisy background due to Crab in LAD 7,,Data gap from T+58 to T+89 s.; High time resolution data not available.
3217,4B 941005-,251.49,7.01,24.41,31.03, 9630,49630.16989,14678.706, 2.57,138.74,N,N,   0.947,  55,  1.1800,  0.1790,  12.2880,   1.533, 110,  0.9940,  0.0870,  12.6720,   2.305, 220,  0.8980,  0.0430,  12.7360,  16.640, 0.716,    4.160,  44.832, 1.541,   -4.096,0.00000078275,0.000000039221,0.00000065369,0.000000027043,0.000002066,0.000000068384,0.0000025424,0.00000075307,,,Occultation rise at T -425s in LAD 0 from CYG X-1,,
3218,4B 941005-,329.9,44.95,93.79,-7.98, 9630,49630.46449,40132.338,13.53,86.45,N,N,   0.266,  60,  2.1490,  0.2130,   0.0000,-999, 121,  0.8270,  0.0890,   0.1280,-999, 242,  0.1960,  0.0390,   0.8320,   0.040, 0.011,   -0.048,   0.096, 0.011,   -0.072,0.0000000020976,0.0000000015138,0.0000000042419,0.000000001648,0.000000052264,0.0000000052982,0.00000034477,0.000000073789,,,,,
3220,4B 941006,208.54,-36.37,316.8,24.81, 9631,49631.54507,47094.45, 1.68,79.63,N,N,   0.605,  60,  0.8000,  0.1730,   0.0640,-999, 121,  0.6950,  0.0850,   0.0640,   1.174, 242,  0.6290,  0.0420,   0.4480,  26.272, 1.404,   -4.096, 100.448, 7.621,  -32.768,0.00000079054,0.000000048905,0.0000010678,0.000000038413,0.0000034801,0.00000011098,0.000010453,0.0000014942,,,Phosphorescence spike at T -75s in LAD 3,,Includes significant pre-trigger emission.
3227,4B 941008,305.62,-52.18,346.48,-34.84, 9633,49633.5645,48772.785, 0.87,118.3,N,N,  13.819,  55, 17.7250,  0.5070, 109.8880,  24.105, 110, 17.0260,  0.2480, 110.0160,  34.759, 220, 13.9660,  0.1130, 110.2080,  20.736, 0.091,   94.016, 115.328, 0.181,   11.328,0.0000060311,0.000000049846,0.0000094723,0.000000052212,0.000032147,0.00000013686,0.000054334,0.0000012683,,Ulysses,,,
3229,4B 941009,352.23,-57.25,323.15,-56.52, 9634,49634.14999,12959.409, 4.99,129.82,N,N,,,  0.9670,  0.1830,  -0.6400,,,  0.7750,  0.0890,  -0.5120,,,  0.6580,  0.0440,  -0.1920,   6.080, 0.898,   -0.384,  20.736, 0.905,   -1.216,0.00000013348,0.000000019885,0.00000018131,0.000000016113,0.00000018644,0.000000037865,0.00000049594,0.00000049452,Data gap during burst accumulation interval,,,,Data gap starting at T + 54 s.
3237,4B 941011,123.55,32.43,189.56,30.66, 9636,49636.69457,60011.185, 1.22,115.39,N,N,   1.413,  60,  2.3140,  0.2140,   2.4960,   1.965, 121,  2.0130,  0.1050,   2.6240,   3.719, 242,  1.9110,  0.0520,   3.0080,   6.720, 0.143,    0.896,  46.240, 1.639,   -5.120,0.00000086128,0.000000027063,0.00000079645,0.000000021872,0.0000018006,0.000000053912,0.0000012322,0.00000047284,,,,,
3238,4B 941012,47.31,48.51,145.19,-8.32, 9637,49637.12538,10833.074, 3.17,91.59,N,N,,,  1.6570,  0.2020,   0.2560,,,  1.5870,  0.1000,   0.4480,,,  1.3080,  0.0480,   0.9600,   6.400, 0.143,    0.768,  20.928, 0.528,    0.000,0.00000033615,0.000000021277,0.0000003005,0.000000018694,0.00000052305,0.000000049221,0.00000047829,0.00000053709,Data gap during burst accumulation interval,,Occultation rise at T +300s in LAD 6 from Crab,,
3240,4B 941013,152.37,-24.32,262.01,25.4, 9638,49638.96287,83191.921, 1.31,119.88,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval,,,,"Data gap from T to T+146 s; limited pretrigger data.; Visual duration estimate of > 6 s, based on DISCLB data."
3241,4B 941014-,31.66,7.43,153.4,-50.94, 9639,49639.38898,33608.113, 1.14,80.68,N,N,   8.367,  60, 13.8450,  0.3950,  23.7440,  13.565, 121, 12.4760,  0.1890,  23.8720,  18.723, 220,  9.0910,  0.0840,  21.6320,  12.992, 0.091,   20.928,  45.440, 0.091,    0.000,0.0000061468,0.000000046292,0.000006596,0.00000004062,0.000016216,0.000000098681,0.000022404,0.00000089537,,Ulysses,,,
3242,4B 941014-,164.78,19.74,222.93,63.27, 9639,49639.96894,83716.785, 1.31,77.72,N,N,,,  2.9200,  0.2310,   3.6480,,,  2.6890,  0.1140,   3.7120,,,  2.5110,  0.0560,   3.9040,   2.688, 0.091,    2.368,   8.576, 0.143,    0.128,0.0000027326,0.000000028324,0.00000093826,0.000000014918,0.00000070634,0.000000032694,0.00000084707,0.0000004335,Data gap during burst accumulation interval,Ulysses rate increase,,,
3243,4B 941016,27.8,-31.03,233.13,-76.39, 9641,49641.34716,29994.929, 2.06,157.43,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval,,,,"Data gap from T to T+63 s; limited pretrigger data.; Visual duration estimate of > 2.2 s, based on DISCLB, TTS; and TTE data."
3245,4B 941017-,301.55,9.81,50.51,-11.73, 9642,49642.43025,37173.938, 0.19,141.39,N,N,  13.451,  55, 14.0860,  0.4360,  31.9360,  22.787, 110, 12.7880,  0.2070,  32.0000,  36.359, 220, 10.9290,  0.0960,  29.8240,  34.240, 0.091,   19.520,  77.056, 0.091,    9.600,0.000010034,0.000000049511,0.0000151,0.000000053098,0.000067755,0.00000015387,0.00016888,0.0000014254,,"Ulysses, DMS rate increase, SROSS-C",,,
3246,4B 941017-,207.37,-0.13,332.4,59.38, 9642,49642.68353,59056.817, 1.59,148.63,N,N,   0.675,  55,  1.2890,  0.1830,   8.7680,   1.023, 110,  1.1400,  0.0910,   8.7680,   1.473, 242,  0.9520,  0.0440,   9.4720,  13.952, 0.181,    5.824,  54.464, 4.164,   -0.512,0.000001223,0.000000044852,0.0000007768,0.000000026748,0.0000017392,0.000000064865,0.0000014603,0.00000061954,,,,,
3247,4B 941018-,55.74,-16.28,206.71,-48.92, 9643,49643.25152,21730.994, 0.86,87.14,N,N,   1.439,  60,  1.5070,  0.1930, 167.4880,   2.302, 121,  1.4480,  0.0950, 167.6160,   3.360, 264,  1.1390,  0.0450, 166.3360,  46.848, 0.659,  126.912, 200.704, 2.570,    1.472,0.0000013939,0.000000049391,0.000002752,0.000000053187,0.000012493,0.00000015041,0.000019301,0.0000016964,,,,,
3248,4B 941018-,329.02,-1.73,56.49,-40.95, 9643,49643.35883,31003.057, 7.76,127.09,N,N,   1.410,  60,  1.0160,  0.1970,   0.0640,   1.708, 121,  0.7370,  0.0940,   0.0640,   1.347, 242,  0.5000,  0.0440,   0.6400,  59.264, 1.105,   -0.128,  84.160, 3.165,   -2.672,0.000000013874,0.0000000052614,0.0000000071015,0.0000000049357,0.00000012827,0.000000013332,0.00000092496,0.00000029276,,,Occultation set at T +250s in LAD 4 from CYG X-1,,Limited pretrigger background due to missing data prior to T-42 s.
3249,4B 941018-,54.6,-3.83,190.07,-43.87, 9643,49643.49488,42757.298, 8.00,164.47,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval,,,,"Data gap from T to T+142 s; limited pretrigger data.; Visual duration estimate of > 7 s, based on DISCLB data."
3250,4B 941018-,6.09,-48.15,315.23,-68.33, 9643,49643.54735,47291.058,11.26,150.14,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval; Very limited data types available,,,,"Extensive data gaps, duration can not be determined."
3251,4B 941020-,158.99,-2.72,249.99,45.77, 9645,49645.7639,66000.561, 2.33,79.91,N,N,   1.432,  60,,,,   2.035, 121,,,,   3.041, 220,,,,  38.144, 0.773,    7.744,  49.024, 0.272,   -0.256,,,,,,,,,,Ulysses rate increase,,,
3253,4B 941020-,49.99,-24.74,217.34,-56.64, 9645,49645.83713,72327.793, 1.03,123.17,Y,N,  13.935,  55,,,,-999,-999,,,,-999,-999,,,,  28.544, 0.091,   22.720,  56.000, 0.143,    5.248,,,,,,,,,,Ulysses,,,
3255,4B 941023-,212.28,-82.35,305.63,-19.89, 9648,49648.19065,16472.242, 0.42,83.09,N,N,   6.417,  60, 12.6670,  0.4210,  28.8000,  11.600, 121, 11.8660,  0.2060,  28.9280,  13.207, 220,  9.4460,  0.0940,  29.5040,  20.160, 0.091,    9.088,  34.880, 0.653,    0.704,0.0000039413,0.000000032081,0.0000034138,0.000000027971,0.0000061144,0.00000006795,0.0000033134,0.00000054861,,Ulysses,,,
